Golubtemplate,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72
L09260_at,8.451211112,8.924812504,8.77478706,8.939579214,10.00982862,9.736401931,9.642051693,9.37721053,9.759888183,9.471675214,9.477758266,9.294620749,8.994353437,8.816983623,10.34651373,9.885696373,8.960001932,9.231221181,8.813781191,9.48984796,9.21916852,9.409390936,8.475733431,8.54689446,9.584962501,8.430452552,8.54689446,8.717676423,8.64385619,8.717676423,9.926295995,9.167418146,8.77807713,9.074141463,9.290018847,9.569855608,9.419960178,8.912889336,8.64385619,9.459431619,8.891783703,7.357552005,9.874981348,9.06608919,9.485829309,9.118941073,8.876516947,9.082149041,9.764871591,8.696967526,9.575539247,7.95419631,8.781359714,10.54303182,10.08480839,8.77807713,8.826548487,9.592457037,9.326429487,9.383704292,9.335390355,8.348728154,8.442943496,8.731319031,9.11113567,8.348728154,8.64385619,8.977279923,9.721099189,9.247927513,9.131856961,8.885696373
L09604_at,9.019590728,11.03204573,11.40087944,11.19414124,12.19690944,11.39660478,11.12670447,10.40939094,8.603626345,11.84038455,11.00351791,10.91214086,10.37612539,11.00842862,12.64001893,12.68584381,11.52943055,11.02513956,10.50382574,12.38478375,12.57530288,12.09572667,12.51397427,12.55722435,11.56224242,10.98584194,11.60640521,9.20701432,11.07280253,11.88950396,9.958552715,12.24881706,11.65553072,12.03066714,10.57459353,11.15671514,10.83051521,11.46607646,10.49984589,10.24792751,10.7968508,10.38154295,12.28106067,11.23421868,11.93737382,12.89916808,12.31769525,11.07012094,10.712527,10.81378119,11.32080055,9.552669098,9.71596199,10.54206454,9.087462841,10.42836017,10.033423,11.48230378,13.1382718,10.95492329,10.23002044,11.15860969,11.09539702,12.96884676,12.11666886,10.78790256,12.0764816,12.24644372,12.57860856,12.63549141,11.42153891,12.04644195
L10284_at,10.7548875,11.18982456,11.35590164,11.60130653,11.73851453,11.47370575,10.93369065,10.62205182,10.5980525,10.93516505,10.54496443,10.58308277,10.34651373,11.03273453,11.95310515,11.71338651,10.71424552,10.74399286,11.07146236,10.203348,10.54592977,11.16239133,11.20151134,11.50581155,11.8181827,10.97871046,11.04371086,11.712527,10.67419227,10.87036472,11.16239133,11.54737656,10.6794801,11.29404631,10.86031105,10.67154107,11.49085088,11.44708323,11.72280753,10.6128685,11.08679969,11.04644195,12.51175265,11.56652978,11.72749507,10.29691621,11.61516981,11.28424575,11.47015044,11.35259523,12.58871464,10.90839262,11.76030413,12.73195537,12.31203206,10.59991284,10.80654962,11.35700209,11.23361968,11.12153352,11.28250931,11.42048661,11.11569395,11.89746734,11.51816136,10.68999797,11.32979634,11.20762447,11.95782756,11.71080643,11.71681946,11.20701432
L10378_at,9.816983623,7.577428828,9.695228291,8.73470962,9.475733431,9,9.584962501,8.864186145,9.368506462,9.30833903,8.951284715,9.095397023,9.01402047,9.20701432,10.10328781,10.05256805,8.011227255,9.330916878,9.407267764,8.224001674,8.558420713,9.789533645,9.005624549,9.312882955,9.936637939,9.13442632,10.06608919,8.820178962,9.103287808,8.611024797,8.299208018,9.5980525,8.903881846,9.087462841,9.897845456,8.882643049,9.921840937,9.652844973,9.652844973,8.906890596,9.614709844,9.77148947,10.06474276,8.689997971,9.499845887,8.721099189,9.440869168,9.214319121,9.388017285,8.900866808,8.312882955,8.758223215,9.791162889,9.459431619,7.21916852,9.567956075,7.044394119,9.573647187,9.893301531,8.611024797,9.890264277,9.315149562,9.033423002,9.290018847,8.857980995,9.758223215,8.933690655,8.6794801,10.0768156,8.988684687,9.271463028,8.816983623
L10838_at,11.68255574,9.485829309,11.42626475,10.40620501,11.77766628,11.08081753,10.84235034,10.74651432,11.12023788,11.07079181,11.71338651,11.12992693,10.64745843,10.6635581,11.32080055,11.96866679,10.52649924,10.00281502,10.38046107,10.42206477,7.409390936,10.6891244,10.78953364,10.41679753,10.63117706,9.905387005,9.56414949,9.581200582,10.18735207,10.07815081,10.91064273,10.28077077,9.864186145,9.625708843,11.44811631,11.22460468,12.27670602,11.17242751,11.77889848,11.52012755,11.42101286,11.31514956,12.24228095,11.10787091,10.98156728,11.033423,10.86263736,10.83209885,11.91662592,10.93147623,11.11958962,10.32530546,10.54882191,12.02375435,9.154818109,11.02167404,10.94544384,11.23541594,10.86959384,9.831307244,10.43358544,9.921840937,9.661778098,10.89405985,10.95274125,11.0409746,11.50878516,10.76071995,10.59618976,11.43827206,11.08214904,11.41785251
L10910_at,8.73809226,9.169925001,10.08878824,9.736401931,10.18735207,8.392317423,9.011227255,8.169925001,8.016808288,8.076815597,7.348728154,7.876516947,9.640244936,10.48884435,10.74483384,9.943979914,10.03479896,7.294620749,7.50779464,8.665335917,7.17990909,10.53527538,9.283088353,8.388017285,8.169925001,6.727920455,7.17990909,7.569855608,9.529430554,8.247927513,9.147204925,8.426264755,11.10394343,8.584962501,8.724513853,9.71596199,9.182394353,8.87958325,9.642051693,7.426264755,9.189824559,8.658211483,8.353146825,8.569855608,10.07414146,7.95419631,9.558420713,9.483815777,9.403012024,9.807354922,8.797661526,6.64385619,9.453270634,11.90876788,10.04302728,9.479780264,8.665335917,10.52454172,7.77478706,8.696967526,7.62935662,9.01402047,7.787902559,9.424166289,9.049848549,9.677719642,9.967226259,7.741466986,8.647458426,7.658211483,9.063395081,9.2644426
L11285_at,9.949826711,9.461479447,9.77478706,9.77478706,10.28540222,9.887220615,9.987264012,9.975847968,10.1176431,8.842350343,9.731319031,10.36413466,9.840777924,9.710806434,9.948367232,9.154818109,9.837627933,10.39339046,10.16113188,9.515699838,10.57837269,10.52649924,10.19721669,10.24317398,9.933690655,9.554588852,10.30378075,9.695228291,9.579315938,8.515699838,9.759888183,10.07547915,10.78053977,10.61654884,9.746514321,9.799281622,10.28540222,9.943979914,9.900866808,10.50084188,9.77807713,8.483815777,10.89935692,10.26912668,10.51471405,7.686500527,9.052568051,10.17990909,9.537218401,10.37395266,9.62388149,10.51865316,10.21188829,11.08679969,9.269126679,6.64385619,10.04165915,9.52160044,9.139551352,9.946906274,7.900866808,9.87036472,9.982993575,10.3376219,10.74230944,10.27029533,9.422064766,9.859534786,10.27262978,10.40620501,10.92851838,8.164906927
L11370_at,10.39231742,10.91139199,10.03066714,9.851749041,10.11894107,11.57080444,9.430452552,9.368506462,9.789533645,10.01122726,8.836050355,10.02375435,9.475733431,9.824958741,10.01122726,9.712527,9.14974712,9.893301531,10.2772874,9.611024797,9.326429487,10.78708632,9.761551232,8.475733431,9.73470962,9.477758266,9.632995197,9.556506055,10.6891244,10.43462823,8.900866808,10.82813648,11.57695666,10.46658634,10.37177664,10.30606169,10.74483384,10.03891899,9.726218159,9.951284715,10.39339046,10.99010396,9.888743249,10.22037833,10.15355203,10.18115226,9.970105891,8.693486957,9.290018847,10.2772874,10.84235034,9.868822555,9.992938336,10.46250227,9.159871337,10.28540222,10.17367714,10.12928302,9.915879379,10.27029533,10.85642553,10.42940674,10.41256985,10.13955135,8.980139578,10.53624722,10.01262454,8.199672345,10.44811631,9.753216749,10.85174904,11.03617361
L11373_at,10.56510208,9.144658243,9.700439718,10.32867493,11.16176174,11.01820018,10.71510401,9.674192268,9.911391988,10.61470984,9.759888183,9.517669388,9.829722735,9.821773982,11.36796071,10.39874369,9.517669388,11.41362793,10.48582931,9.649256178,8.942514505,10.26912668,9.622051819,10.36741475,9.894817763,9.044394119,10.78463485,9.652844973,10.18735207,9.917372079,8.918863237,10.56795608,10.48582931,9.550746785,10.46964182,9.495855027,10.16741815,10.91811785,11.23481743,9.885696373,11.58777752,10.82972274,9.906890596,9.126704473,9.550746785,9.575539247,10.66977089,9.550746785,11.05731488,10.38478375,10.56224242,9.554588852,9.859534786,10.72621816,9.385862401,10.03617361,9.87036472,11.7968508,10.12153352,10.203348,10.00562455,10.03066714,9.252665432,10.2227949,10.38694025,10.4419067,10.31174832,9.5980525,9.900866808,9.575539247,9.77148947,10.86341196
L11566_at,13.31712993,13.58719151,13.12734954,13.10885112,13.69490195,13.36946103,13.96578428,13.29001885,13.83466856,13.96578428,13.65921548,13.64374347,13.80695233,13.570923,13.58249485,13.83674076,13.15450169,13.6242243,13.48179943,12.91513245,13.96578428,13.66300209,13.31896641,13.89671082,13.70163136,13.22656272,12.75780667,13.18797059,12.99576715,13.92044591,13.57754684,13.5112585,12.26590801,13.20288906,13.56414949,13.87996608,13.53113774,13.86997933,13.96578428,13.42652685,13.18006454,13.92518352,13.93341404,13.68145805,13.84764464,13.7822816,13.1713332,13.86553997,13.91447857,13.8989792,13.34387969,13.81287922,13.3835693,13.82873153,11.86843676,13.88483828,13.69283342,13.83219777,13.96578428,13.94891471,13.46160734,13.51914479,12.76549331,13.37910757,13.80039438,13.96578428,13.84431346,13.78514591,13.4076661,13.83821908,13.73396861,13.61160121
L11669_at,8.164906927,7.95419631,10.01122726,8.54689446,9.616548844,6.727920455,9.832890014,9.501837185,7.64385619,9.862637358,8.714245518,7.714245518,9.383704292,10.70994538,10.60177079,10.6926155,10.28655776,8.832890014,6.64385619,9.197216693,10.41151099,11.30035256,10.65731845,10.82495874,10.70908381,11.14974712,8.339850003,11.16490693,11.46862404,9.764871591,8.46760555,10.05934446,11.33483193,10.23361968,9.497851837,9.958552715,6.64385619,9.459431619,10.15734694,6.64385619,9.144658243,8.982993575,9.008428622,6.64385619,8.539158811,9.77807713,9.640244936,9.449148645,10.203348,7.426264755,10.3586512,9.108524457,8.6794801,11.11958962,10.13057056,9.930737338,6.64385619,9.968666793,9.696967526,9.761551232,6.64385619,11.52698821,10.33091688,11.6110248,9.52160044,10.09143539,10.1176431,10.14465824,11.215533,10.40620501,10.19352536,10.13185696
L12168_at,10.61746747,11.03823313,10.42940674,10.95637616,11.24970606,11.7968508,11.09341756,10.32755264,10.82495874,10.63571812,10.43983088,10.61470984,10.70217269,11.24555271,11.6128685,11.32642949,10.89935692,10.6926155,10.73470962,10.64475759,11.85330956,11.20089861,11.21492619,11.87190524,11.98370619,10.73301532,11.45584091,10.83999107,11.23182118,11.2997804,10.19352536,12.26356264,11.47623991,11.97763769,11.76362735,11.77684423,11.68431031,12.29806257,11.91550596,10.76071995,11.89557528,10.99788513,11.94982671,10.38046107,10.69174352,11.04848687,11.21431912,11.91026796,11.99647349,11.4046094,12.21431912,11.30378075,10.94544384,11.92925841,10.83051521,10.92999806,10.24079133,11.59525748,11.05460432,10.88493365,11.42311591,11.44501485,10.85564717,12.03686045,10.56128795,10.68999797,10.9708249,11.30663136,11.88836274,12.36768776,11.90237511,11.13442632
L12392_at,10.3586512,9.688250309,9.851749041,9.703903573,10.08613623,10.58777752,8.948367232,9.398743692,9.453270634,9.579315938,9.575539247,9.082149041,9.820178962,9.923327485,9.691743519,10.19967234,9.632995197,9.527477006,10.01122726,9.177419538,9.612868497,10.63390341,10.44811631,10.24436384,10.09275714,9.375039431,10.02375435,8.829722735,10.18735207,9.893301531,8.741466986,10.57553925,10.74651432,10.45738088,10.46454575,9.515699838,10.16741815,10.4604559,9.894817763,9.321928095,10.42101286,10.00140819,9.964340868,9.390168956,9.659995892,9.197216693,9.86727874,9.659995892,9.786269628,9.865733271,8.700439718,10.39553414,9.722807531,10.05528244,9.415741768,10.19721669,9.796039609,9.84862294,10.02097994,9.873444113,10.30720081,10.03479896,10.01262454,10.70649602,10.70822173,10.48280796,10.31967212,9.719388821,10.35974956,10.38694025,10.32530546,10.93516505
L12535_at,6.64385619,8.787902559,8.459431619,8.209453366,8.758223215,8.535275377,7.033423002,7.54689446,6.64385619,7.894817763,7.129283017,7.523561956,6.87036472,7.965784285,8.77478706,9.087462841,7.50779464,6.894817763,6.64385619,6.64385619,8.426264755,7.46760555,7.54689446,7.159871337,8.276124405,7.159871337,8.603626345,6.930737338,7.851749041,7.781359714,8.184875343,8.721099189,7.754887502,8.209453366,8.252665432,8.54303182,9.257387843,8.348728154,8.654636029,7.17990909,8.17990909,8.038918989,9.157346935,7.321928095,8.044394119,7.189824559,8.321928095,8.46760555,7.539158811,8.118941073,8.84862294,7.169925001,7.523561956,9.361943774,8.233619677,6.845490051,7.06608919,8.335390355,7.294620749,6.845490051,7.539158811,8.184875343,7.832890014,8.873444113,8.668884984,8.781359714,8.194756854,7.658211483,8.573647187,8.611024797,8.353146825,8.379378367
L12723_at,8.28077077,6.64385619,6.64385619,7.459431619,8.375039431,7.73470962,7.761551232,8.13442632,9.030667136,8.194756854,7.857980995,7.266786541,6.95419631,8.842350343,9.257387843,9.192292814,8.159871337,6.741466986,6.64385619,6.64385619,6.64385619,7.781359714,7.321928095,9.162391329,8.682994584,7.614709844,6.64385619,7.055282436,6.64385619,7.499845887,7.900866808,8.076815597,6.64385619,6.882643049,8.434628228,7.392317423,8.285402219,8.348728154,8.686500527,7.238404739,7.982993575,6.894817763,8.124121312,8.640244936,8.317412614,7.129283017,7.383704292,7.700439718,8.353146825,6.95419631,6.64385619,8.17990909,7.569855608,8.744833837,8.46760555,7.714245518,6.64385619,7.781359714,6.64385619,6.64385619,6.64385619,7.857980995,6.64385619,7.686500527,8.199672345,6.64385619,7.392317423,7.159871337,8.28077077,7.348728154,7.693486957,7.118941073
L13203_at,10.59712143,9.095397023,9.45532722,10.27496047,9.45532722,10.44397954,8.379378367,8.082149041,7.888743249,7.651051691,8.693486957,7.965784285,7.665335917,9.618385502,8.005624549,9.782998209,9.092757141,9.459431619,10.30035256,8.113742166,6.64385619,10.07280253,6.700439718,8.238404739,9.493855449,9.016808288,8.965784285,6.64385619,9.688250309,8.820178962,6.64385619,10.22037833,10.18363538,9.501837185,10.04302728,9.864186145,10.6411486,8,7.900866808,7.14974712,8.214319121,9.736401931,8.573647187,7.108524457,9.721099189,8.717676423,10.06474276,9.693486957,8.727920455,9.152284842,9.596189756,8.169925001,7.499845887,9.906890596,9.204571144,9.878050913,9.529430554,10.04712391,8.038918989,9.625708843,10.18611424,9.445014846,8.696967526,9.884170519,7.960001932,9.567956075,10.42731284,6.64385619,7.971543554,10.14974712,8.573647187,10.61562964
L13434_at,9.618385502,9.415741768,9.342074668,8.832890014,9.103287808,9.442943496,8.997179481,6.64385619,8.985841937,9.126704473,8.527477006,8.422064766,9.159871337,9.469641817,9.525520809,9.638435914,9.465566405,8.535275377,8.710806434,8.262094845,9.167418146,10.07280253,9.519636253,9.087462841,9.50779464,7.851749041,9.174925683,7.17990909,10.07280253,8.519636253,8.791162889,8.588714636,7.366322214,8.839203788,8.900866808,8.912889336,9.315149562,8.918863237,7.971543554,8.550746785,9.068778278,10.03066714,9.978710459,7.87036472,9.906890596,7.247927513,8.885696373,8.682994584,8.599912842,8.768184325,9.383704292,9.047123912,8.640244936,10.23002044,7.839203788,9.836050355,8.50779464,9.839203788,8.693486957,8.977279923,9.303780748,9.257387843,8.804131021,9.169925001,9.033423002,9.052568051,9.221587121,8.73470962,9.189824559,9.631177056,9.6794801,9.632995197
L13689_at,8.011227255,9.052568051,8.724513853,8.888743249,9.962896005,7.845490051,8.339850003,8.392317423,8.988684687,8.422064766,6.64385619,6.64385619,9.131856961,9.271463028,11.1221809,9.642051693,7.965784285,7.011227255,8.005624549,7.592457037,7.700439718,9.946906274,7.864186145,8.129283017,9.695228291,8.082149041,8.379378367,9.159871337,8.927777962,7.087462841,7.672425342,8.13442632,8.794415866,10.4429435,9.294620749,9.361943774,9.434628228,8.174925683,7.714245518,7.988684687,8.654636029,9.586839788,9.985841937,7.348728154,9.346513733,7.321928095,10.08214904,8.271463028,8.479780264,8.303780748,10.53040634,7.531381461,8.247927513,10.93957921,9.964340868,9.002815016,8.86727874,9.383704292,8.252665432,8.357552005,8.839203788,9.428360173,8.22881869,7.982993575,8.098032083,8.379378367,9,9.174925683,8.962896005,9.011227255,9.422064766,9.13442632
L13738_at,6.64385619,9.252665432,8.396604781,9.098032083,10.12412131,9.243173983,9.266786541,10.40939094,8.82336724,9.126704473,9.211888295,6.64385619,8.882643049,9.25502857,9.187352073,8.832890014,9.984418459,8.005624549,9.283088353,10.46658634,6.741466986,8.921840937,9.068778278,8.189824559,7.864186145,7.459431619,9.975847968,8.344295908,7.982993575,8.430452552,7.832890014,10.25738784,11.62113611,11.16867212,6.700439718,9.50779464,8.124121312,9.273795599,8.951284715,7.426264755,9.13442632,7.95419631,8.710806434,7.700439718,6.700439718,8.826548487,8.897845456,6.64385619,9.016808288,9.052568051,9.428360173,7.139551352,9.442943496,10.76487159,9.46760555,10.22761594,9.09011242,8.960001932,9.912889336,8.710806434,6.64385619,10.11374217,9.609178738,8.675957033,9.588714636,9.523561956,8.977279923,8.727920455,9.296916207,8.74819285,9.278449458,9.792790294
L13761_rna1_at,7.882643049,8.581200582,8.73809226,7.491853096,8.971543554,8.632995197,8.174925683,7.434628228,8.224001674,8.479780264,7.483815777,7.238404739,8.357552005,8.888743249,9.243173983,8.651051691,8.451211112,6.930737338,7.988684687,7.6794801,7.459431619,9.118941073,8.781359714,9.385862401,9.262094845,7.741466986,7.965784285,8.257387843,8.921840937,8.238404739,8.592457037,9.136991112,8.912889336,8.939579214,8.199672345,9.355351096,8.842350343,8.668884984,9.276124405,8.055282436,7.781359714,8.854868383,8.980139578,7.686500527,9.184875343,7.22881869,8.495855027,8.894817763,8.647458426,8.77148947,9.861086906,7.988684687,8.011227255,9.891783703,9.434628228,8.636624621,7.693486957,8.861086906,8.204571144,7.988684687,8.426264755,8.744833837,8.511752654,8.599912842,8.731319031,9.691743519,9.068778278,9.005624549,8.375039431,8.781359714,8.339850003,9.055282436
L13848_at,9.37286506,8.607330314,10.25266543,9.194756854,9.627533884,9.638435914,9.779719355,9.82336724,9.719388821,9.342074668,9.079484784,9.182394353,9.74819285,10.16113188,10.48884435,9.888743249,9.495855027,8.199672345,8.686500527,7.592457037,6.95419631,9.915879379,8.62935662,8.882643049,9.312882955,8.573647187,8.209453366,8.21916852,9.057991723,8.584962501,9.37721053,9.294620749,8.731319031,8.710806434,8.816983623,9.960001932,9.513727596,9.299208018,9.707359132,8.962896005,8.77478706,9.995767151,9.815383296,8.768184325,10.22520744,8.46760555,8.804131021,9.592457037,9.403012024,9.763212367,10.56414949,8.326429487,8.816983623,11.17617315,9.366322214,9.994353437,9.517669388,9.603626345,9.257387843,7.276124405,9.057991723,9.204571144,8.942514505,9.583082768,9.469641817,9.929258409,9.442943496,8.804131021,9.250298418,8.997179481,8.948367232,9.162391329
L13852_at,11.43097517,11.51816136,10.11894107,10.60640521,10.34096276,10.76404222,10.94178124,10.18611424,11.36522885,10.71080643,10.13442632,10.78135971,10.4604559,10.22158712,11.63662462,10.53527538,10.36632221,10.50382574,11.45994385,11.90312868,9.997179481,10.91662592,10.5137276,11.07815081,11.33259606,10.60733031,11.27321281,10.62935662,11.0313566,10.54109662,9.055282436,10.96217303,13.84842733,11.4236412,10.94178124,10.77478706,10.83526092,11.11699368,10.79197682,10.30947635,11.44914865,10.56414949,10.68825031,9.658211483,8.912889336,10.10721708,10.83762793,11.30035256,11.57080444,11.25561875,11.52405192,9.388017285,11.58824615,11.9436137,9.726218159,9.698704667,9.525520809,11.29863541,11.04848687,11.84705735,10.15101654,11.6329952,11.33985,10.89026428,10.05528244,9.505811554,9.971543554,9.385862401,10.34207467,11.52209107,11.44242519,10.02097994
L13923_at,8.727920455,8.665335917,7.266786541,8.209453366,8,8.84862294,7.434628228,6.64385619,6.64385619,7.276124405,7.8008999,7.832890014,7.392317423,7.982993575,8.055282436,7.321928095,7.77478706,7.21916852,8.511752654,8.027905997,7.375039431,8.558420713,8.857980995,7.8008999,7.948367232,7.876516947,8.299208018,8.361943774,8.076815597,7.636624621,7.303780748,9.240791332,9.509775004,8.668884984,8.447083226,7.169925001,8.787902559,8.523561956,7.965784285,7.569855608,8.426264755,8.77807713,8.741466986,7.912889336,7.845490051,7.531381461,7.339850003,8.531381461,7.768184325,8.118941073,8.082149041,7.845490051,8.144658243,8.016808288,8.082149041,8.451211112,6.820178962,8.353146825,8.276124405,7.781359714,7.651051691,8.46760555,8.392317423,9.025139562,8.13442632,7.761551232,8.243173983,6.672425342,8.383704292,8.204571144,8.826548487,9.475733431
L13972_at,9.194756854,8.857980995,9.658211483,9.087462841,9.326429487,9.583082768,7.851749041,8.339850003,8.224001674,8.276124405,8.622051819,8.64385619,8.607330314,8.980139578,7.238404739,8.285402219,9.394462695,8.016808288,9.008428622,7.011227255,6.64385619,9.744833837,9.428360173,9.30833903,7.6794801,7.62935662,9.465566405,7.948367232,8.581200582,8.06608919,7.247927513,8.082149041,9.816983623,9.204571144,8.682994584,9.73978061,9.824958741,9.025139562,9.126704473,7.21916852,9.236014192,10.12023788,9.411510988,8.379378367,7.882643049,9.221587121,9.379378367,9.603626345,9.296916207,8.64385619,9.658211483,8.797661526,9.296916207,9.961449694,8.30833903,10.45532722,8.299208018,9.37721053,8.894817763,9.121533517,8.584962501,9.409390936,9.550746785,9.428360173,9.741466986,10.04028972,10.67507492,9.252665432,9.182394353,8.366322214,10.41468524,10.64205169
L14076_at,8.971543554,9.262094845,9.098032083,9.204571144,10.26091953,8.836050355,9.537218401,8.927777962,9.221587121,8.985841937,8.54303182,7.826548487,9.438791853,10.3140167,10.10983065,9.453270634,9.605479518,8.592457037,8.339850003,9.06608919,6.882643049,10.49785184,9.381542951,9.139551352,9.77148947,8.672425342,8.103287808,9.025139562,8.661778098,8.499845887,8.357552005,9.438791853,10.86650621,10.027906,9.984418459,8.948367232,9.550746785,9.686500527,9.703903573,9.247927513,8.8008999,8.614709844,9.942514505,9.21916852,10.34651373,8.566054038,10.23122118,9.985841937,9.773139207,9.481799432,10.02097994,9.46760555,9.523561956,10.45327063,9.914385132,9.978710459,9.729620744,9.550746785,8.784634846,8.618385502,8.118941073,9.539158811,9.430452552,10.01680829,10.19105921,9.930737338,9.509775004,8.422064766,9.116343961,8.73470962,9.016808288,9.810571635
L14754_at,9.810571635,9.388017285,9.622051819,8.791162889,9.609178738,9.95419631,9.136991112,9.339850003,8.388017285,6.87036472,8.816983623,9.46760555,8.857980995,7.451211112,8.370687407,6.942514505,8.618385502,9.296916207,9.098032083,8.471675214,8.21916852,10.10197567,9.381542951,9.497851837,8.909893084,8.049848549,8.06608919,8.022367813,9.642051693,7.741466986,8.357552005,9.495855027,10.9225844,9.509775004,8.82336724,8.294620749,8.596189756,8.357552005,6.64385619,9.209453366,8.129283017,9.631177056,9.712527,9.118941073,9.147204925,8.997179481,7.813781191,8.038918989,7.238404739,7.813781191,9.647458426,8.994353437,8.405141463,10.14210706,9.252665432,9.459431619,9.28771238,9.552669098,9.612868497,8.405141463,9.278449458,9.6794801,9.37286506,8.335390355,10.32530546,9.810571635,8.611024797,8.049848549,9.531381461,9.396604781,7.936637939,8.971543554
L14812_at,8.77807713,7.672425342,7.672425342,7.965784285,8.199672345,8.611024797,8.550746785,8.194756854,7.754887502,8.290018847,7.6794801,8.071462363,8.290018847,8.144658243,8.434628228,8.927777962,7.554588852,8.098032083,7.62935662,6.700439718,7.651051691,8.060695932,8.335390355,8.864186145,8.238404739,7.888743249,8.118941073,6.64385619,7.971543554,7.982993575,7.087462841,6.64385619,8.413627929,8.558420713,8.396604781,8.422064766,8.894817763,7.754887502,6.64385619,7.781359714,8.154818109,8.614709844,8.483815777,8.033423002,7.539158811,7.707359132,8.027905997,8.54689446,7.721099189,8.599912842,7.614709844,6.64385619,7.658211483,7.971543554,7.982993575,6.768184325,7.700439718,8.108524457,6.95419631,8.276124405,8.921840937,8.396604781,9.06608919,7.930737338,8.861086906,8.724513853,8.535275377,7.434628228,8.900866808,8.224001674,8.951284715,9.17990909
L14813_at,11.15228484,11.51766939,11.60362634,11.25620869,11.37068741,12.10000522,10.79928162,11.79156991,10.96000193,11.4767462,11.56176526,11.39660478,11.07280253,10.90312868,11.0986901,10.94544384,10.6617781,11.11894107,11.38963134,10.95492329,11.22158712,11.357552,11.60408986,11.98441846,11.45327063,11.05392588,11.8494051,10.92851838,11.15987134,10.6891244,10.37937837,11.98513037,11.86805085,11.72962074,11.71381608,11.68868742,12.08381171,11.57270023,11.01611184,12.14082977,11.39231742,11.30492167,11.81658371,11.16490693,11.29462075,11.9076418,10.84705735,11.07079181,11.53186878,10.93295289,10.63117706,11.07347215,11.17180229,11.75572215,11.45275603,11.82773965,11.90501086,10.93663794,11.2708793,10.92925841,12.34872815,10.84313591,11.4278366,11.22580994,12.2485206,12.06944977,11.78545247,10.94178124,11.37232095,11.49285462,12.08746284,12.49360531
L14856_at,9.346513733,9.675957033,8.515699838,8.668884984,9.157346935,10.02375435,8.839203788,8.842350343,9.28077077,9.339850003,9.493855449,9.285402219,9.049848549,8.73809226,8.909893084,9.162391329,8.768184325,9.698704667,9.592457037,9.100662339,9.824958741,10.20945337,9.902375114,9.808964175,9.411510988,9.113742166,9.027905997,9.556506055,8.829722735,9.202123824,8.335390355,9.315149562,10.45840661,9.124121312,9.584962501,8.471675214,10.05120894,8.951284715,8.787902559,9.957102042,10.18487534,9.603626345,8.820178962,9.442943496,9.257387843,9.276124405,8.409390936,8.921840937,8.622051819,9.192292814,8.54689446,8.550746785,9.052568051,9.303780748,8.826548487,9.727920455,9.853309555,9.560332834,8.912889336,9.063395081,9.523561956,9.575539247,9.812177306,9.968666793,10.00982862,9.796039609,9.599912842,9.052568051,9.074141463,10.26678654,10.11113567,10.54785851
L15409_at,8.754887502,6.64385619,6.857980995,7.375039431,8.276124405,9.025139562,7.622051819,6.64385619,8.14974712,7.864186145,7.882643049,7.417852515,8.562242424,8.876516947,8.632995197,8.392317423,8.199672345,8.005624549,8.303780748,8.238404739,6.930737338,8.194756854,7.813781191,9.20701432,8.693486957,7.727920455,7.14974712,8.503825738,8.426264755,7,7.417852515,8.224001674,7.21916852,8.184875343,9.044394119,8.77148947,9.194756854,8.903881846,8.851749041,9.124121312,8.321928095,6.741466986,9.005624549,8.614709844,8.968666793,8.13442632,8.661778098,8.491853096,9.361943774,8.479780264,9.199672345,8.209453366,7.62935662,9.252665432,6.64385619,8.982993575,8.50779464,8.86727874,8.14974712,6.64385619,8.700439718,7.832890014,7.238404739,8.857980995,8.584962501,7.924812504,8.857980995,7.199672345,9.008428622,8.861086906,9.221587121,6.942514505
L15702_at,10.47065887,9.453270634,10.57553925,9.763212367,10.35314683,10.82495874,9.278449458,10.37612539,8.751544059,8.487840034,9.465566405,9.837627933,9.511752654,9.789533645,10.00842862,10.09803208,9.14974712,9.766528909,10.033423,9.658211483,8.794415866,10.83762793,10.24317398,10.35974956,10.12541347,9.501837185,10.48280796,9.700439718,10.203348,10.14082977,8.569855608,10.55458885,10.02375435,10.60825482,10.74651432,10.32080055,10.94763694,10.71338651,9.674192268,10.2179577,10.98655315,10.91587938,10.34096276,9.865733271,10.19352536,9.519636253,9.533329732,9.670656249,9.756556323,9.905387005,10.30606169,9.766528909,10.01820018,10.34983409,8.906890596,10.61930296,10.25620869,8.816983623,10.30492167,9.475733431,10.60362634,10.71938882,10.29576893,10.52356196,11.21431912,11.32023645,10.4325419,9.415741768,10.215533,10.44708323,10.97799537,11.24555271
